ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,CITY,COUNTY,STATUS1,STATUS2,STATUS3,BLOCK,LOT
11237,318,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3326,33
11237,320,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3326,34
11237,337,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,57
11237,339,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,3319,56
11237,345,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/COND,,3319,53
11237,351,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,50
11237,355,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,48
11237,357,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,47
11237,359,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,46
11237,361,GROVE,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,45
11237,1217,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,61
11237,1223,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,59
11237,1229,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,57
11237,1231,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,56
11237,1235,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,3406,55
11237,1241,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,52
11237,1245,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,3406,50
11237,1278,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,13
11237,1284,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,15
11237,1290,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,19
11237,1292,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,20
11237,1310,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,25
11237,1311,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,48
11237,1312,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,26
11237,1316,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,28
11237,1317,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,46
11237,1318,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3413,29
11237,1321,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3406,44
11237,1324,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,33
11237,1326,HALSEY,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3413,35
11237,1323,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,,,3392,66
11237,1327,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3392,65
11237,1328,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3399,14
11237,1330,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3399,15
11237,1334,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3399,16
11237,1342,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3399,20
11237,1352,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3399,23
11237,1353,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3392,56
11237,1354,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3399,24
11237,1360,HANCOCK,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3399,26
11237,247,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3278,38
11237,249,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3278,37
11237,251,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3278,36
11237,290,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,10
11237,290,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,10
11237,294,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,11
11237,294,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,11
11237,296,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,12
11237,297,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,50
11237,300,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,13
11237,302,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,14
11237,303,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,47
11237,305,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,46
11237,306,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,15
11237,307,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,45
11237,308,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3289,16
11237,311,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3279,43
11237,312,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,17
11237,313,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,42
11237,315,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,41
11237,317,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,40
11237,318,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3289,19
11237,319,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,39
11237,324,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3289,21
11237,326,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3289,22
11237,372,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3290,13
11237,412,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3290,26
11237,463,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,45
11237,464,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,11
11237,465,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,44
11237,466,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,12
11237,467,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,43
11237,468,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,13
11237,469,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,42
11237,470,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,14
11237,471,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,41
11237,472,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,15
11237,473,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,40
11237,474,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,16
11237,475,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,39
11237,477,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,38
11237,478,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3292,18
11237,484,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3292,21
11237,486,HARMAN,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3292,22
11237,94,HARRISON,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3004,19
11237,108,HARRISON,PL,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3004,27
11237,751,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,51
11237,757,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,49
11237,762,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3235,13
11237,763,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3219,47
11237,767,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,46
11237,769,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,45
11237,774,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3235,17
11237,776,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3235,18
11237,779,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,42
11237,787,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,39
11237,788,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3235,22
11237,803,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3219,34
11237,818,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,8
11237,828,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,11
11237,830,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,12
11237,835,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3220,51
11237,836,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,14
11237,839,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,50
11237,841,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,49
11237,842,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,16
11237,845,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,48
11237,846,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,17
11237,847,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,47
11237,851,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3220,46
11237,853,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,45
11237,854,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3236,20
11237,858,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,21
11237,859,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,43
11237,860,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3236,22
11237,865,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,41
11237,866,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,24
11237,869,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3220,40
11237,870,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,25
11237,871,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,39
11237,876,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,27
11237,881,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,36
11237,883,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3220,35
11237,884,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,29
11237,894,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3237,7
11237,898,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3237,8
11237,902,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3237,11
11237,920,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3237,17
11237,926,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3237,19
11237,780 TO 786,HART,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3235,20
11237,197,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3268,59
11237,199,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3268,58
11237,201,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3268,57
11237,205,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3268,55
11237,207,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3268,54
11237,210,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3278,18
11237,212,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3278,19
11237,214,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3278,20
11237,216,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3278,21
11237,217,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3268,49
11237,218,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3278,22
11237,229,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,54
11237,231,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,53
11237,233,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3269,52
11237,241,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,48
11237,243,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,47
11237,245,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,46
11237,247,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,45
11237,250,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,11
11237,251,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,43
11237,252,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,3279,12
11237,253,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,42
11237,254,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,13
11237,257,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,40
11237,258,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,15
11237,259,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,39
11237,260,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,16
11237,261,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3269,38
11237,262,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,17
11237,264,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,18
11237,268,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,20
11237,272,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,22
11237,274,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,23
11237,279,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,57
11237,284,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,25
11237,289,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,52
11237,290,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,27
11237,295,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,49
11237,297,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,48
11237,299,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,47
11237,355,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,40
11237,375,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3271,48
11237,386,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3281,20
11237,398,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3281,28
11237,401,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING B,421-A,,3272,47
11237,403,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3272,46
11237,405,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3272,45
11237,407,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3272,44
11237,409,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3272,43
11237,411,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3272,42
11237,413,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3272,41
11237,416,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,12
11237,418,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,14
11237,422,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,15
11237,424,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,16
11237,426,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,17
11237,428,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,18
11237,432,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3282,19
11237,434,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,20
11237,436,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,21
11237,438,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,22
11237,442,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,23
11237,444,HIMROD,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3282,24
11237,18,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3166,35
11237,22,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3166,36
11237,26,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3175,30
11237,32,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3175,32
11237,34,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3175,33
11237,36,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3175,34
11237,44,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3187,28
11237,46,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3187,30
11237,52,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3187,32
11237,57,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3188,7
11237,59,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,J-51,3188,6
11237,61,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3188,5
11237,63,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3188,3
11237,69,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3199,8
11237,71,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3199,7
11237,73,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3199,6
11237,77,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3199,4
11237,81,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3199,2
11237,83,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3199,1
11237,117,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3221,7
11237,121,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3221,6
11237,125,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3221,4
11237,126,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3236,30
11237,127,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3221,3
11237,128,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3236,31
11237,132,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,32
11237,136,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,35
11237,139,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3237,6
11237,142,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3236,37
11237,156,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3247,33
11237,165,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3248,3
11237,166,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3258,30
11237,168,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3258,31
11237,172,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3258,33
11237,174,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3258,34
11237,177,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3259,5
11237,191,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,6
11237,192,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3269,35
11237,194,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3269,36
11237,195,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,4
11237,197,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3270,3
11237,198,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,30
11237,200,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,31
11237,202,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3279,32
11237,207,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3280,6
11237,209,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,J-51,,3280,5
11237,211,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3280,4
11237,213,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3280,3
11237,215,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3280,2
11237,233,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3290,3
11237,235,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3290,2
11237,238,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3300,34
11237,241,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3301,7
11237,244,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3300,37
11237,245,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3301,5
11237,249,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3301,3
11237,258,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3309,24
11237,262,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,421-A,,3309,26
11237,270,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3318,11
11237,272,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3318,12
11237,274,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3318,13
11237,276,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3318,14
11237,285,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,7
11237,287,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,6
11237,289,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,5
11237,291,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,4
11237,295,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3319,2
11237,371,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3363,3
11237,379,IRVING,AVE,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3363,1
11237,229,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3165,51
11237,235,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3165,48
11237,237,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3165,47
11237,239,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3165,46
11237,240,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,15
11237,242,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,16
11237,243,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3165,44
11237,244,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,17
11237,247,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3165,42
11237,252,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,20
11237,254,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,21
11237,256,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3174,22
11237,258,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,23
11237,260,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,24
11237,264,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3174,26
11237,268,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3175,11
11237,276,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3175,15
11237,289,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,,3166,55
11237,291,JEFFERSON,ST,,,,BROOKLYN,61,MULTIPLE DWELLING A,,,3166,54
